node_id,blog,in_degree,out_degree,total_degree
1371,stix1972.blogspot.com,6,9,15
1372,stmonk.blogspot.com,5,13,18
1373,stolenthunder.blogspot.com,6,8,14
1374,strategicintelligence.blogspot.com,15,30,45
1375,streetlog.typepad.com,0,17,17
1376,sulliwatch.blogspot.com,0,0,0
1377,summation.net,1,0,1
1378,sweetgrrrl.blogspot.com,2,4,6
1379,swfwithattitude.blogspot.com,1,3,4
1380,swiftreport.blogs.com,8,0,8
1381,tagorda.com,17,41,58
1382,talesofawanderingmind.blogspot.com,0,13,13
1383,talkshowamerica.blogspot.com,1,15,16
1384,techievampire.net/wppol,11,103,114
1385,techtrend.com/blog/taranicole,1,1,2
1386,tedlinczak.com,0,0,0
1387,templeofjennifer.com/blog,3,14,17
1388,tepid-observer.blogspot.com,0,4,4
1389,texasbug.blogspot.com,8,13,21
1390,thatliberalmedia.com,36,5,41
1391,the-torch.com,2,0,2
1392,theamericanmind.com,27,19,46
1393,thebloghill.blogspot.com,1,1,2
1394,thecommonvirtue.com,6,24,30
1395,theconservativezone.com,4,7,11
1396,thecrankfiles.blogspot.com,2,12,14
1397,thedailygoodnews.com,0,1,1
1398,thedispatch.blogspot.com,0,2,2
1399,thedonovan.com,31,6,37
1400,thedumbdemocrat.blogspot.com,0,0,0
1401,theglitteringeye.com,14,26,40
1402,thejessefactor.blogspot.com,4,24,28
1403,thelastword.blogdrive.com,1,9,10
1404,theliberalslies.blogspot.com,2,8,10
1405,themeofabsence.com,0,1,1
1406,theneo-progressive.blogspot.com,5,14,19
1407,thenudnikfile.blogspot.com,1,20,21
1408,thepatriette.com,22,60,82
1409,thepaytons.org/essays/considerettes,7,9,16
1410,thepoliticalanimal.com,0,56,56
1411,thepoliticalteen.net,19,32,51
1412,therightblog.blogspot.com,1,23,24
1413,therightcoast.blogspot.com,9,22,31
1414,therightwingconspiracy.org,8,30,38
1415,therinsecycle.com,1,2,3
1416,therostra.blogspot.com,1,2,3
1417,thesakeofargument.com,6,0,6
1418,thespoonsexperience.com,40,4,44
1419,thetarpit.blogspot.com,2,13,15
1420,thetemplarpundit.blogspot.com,7,16,23
1421,theunderscore.blogspot.com,4,16,20
1422,theurbangrind.blogspot.com,9,11,20
1423,thevaticanofliberalism.com,7,21,28
1424,thinkingright.blogspot.com,0,0,0
1425,thinkingright.us,3,23,26
1426,thisliberal.com,4,13,17
1427,thomasgalvin.blogspot.com,24,69,93
1428,thomaswharry.com,1,0,1
1429,timblair.net,48,32,80
1430,timblair.spleenville.com,39,33,72
1431,tokenyoungconservative.blogspot.com,0,18,18
1432,tom-hanna.org,4,18,22
1433,toneofvoice.blogspot.com,2,1,3
1434,totels.com/bush04,0,3,3
1435,townhall.com/clog,19,18,37
1436,truebluegal.blogspot.com,8,11,19
1437,truthlaidbear.com,187,17,204
1438,truthliesandcommonsense.blogspot.com,7,16,23
1439,truthprobe.blogspot.com,0,46,46
1440,tseytlin.blogspot.com,0,2,2
1441,tsrightdominion.blogspot.com,8,16,24
1442,tuckereskew.typepad.com,2,1,3
1443,tweetpetite.blogspot.com,0,0,0
1444,twentyfirstcenturyrepublican.blogspot.com,4,14,18
1445,txfx.net,14,16,30
1446,unconventionalwisdom.typepad.com,2,14,16
1447,undercaffeinated.com,3,0,3
1448,underscorebleach.net/content/jotsheet,1,0,1
1449,unfetteredmusings.blogspot.com,1,18,19
1450,unusualhabits.blogspot.com,0,3,3
1451,usdlaw.blogspot.com,1,11,12
1452,vandyconservative.blogspot.com,0,0,0
1453,vapolitics.info,0,0,0
1454,variousorthodoxies.com,3,0,3
1455,victorhanson.com,45,1,46
1456,viewfromaheight.blogspot.com,3,15,18
1457,viewfromtonka.blogspot.com,3,9,12
1458,viewpointjournal.com,4,5,9
1459,vikingpundit.blogspot.com,31,49,80
1460,virginiapolitics.blogspot.com,4,9,13
1461,vodkapundit.com,105,66,171
1462,voiceofthewebb.blogspot.com,0,0,0
1463,volokh.com,107,24,131
1464,vondollens.us,0,0,0
1465,vote4georgew.blogspot.com,0,0,0
1466,wanderingmind.blog-city.com,0,0,0
1467,warriorscreed.000k3.com,1,0,1
1468,watchandwait.blogspot.com,2,1,3
1469,watdanook.blogspot.com,2,2,4
1470,web.utk.edu/~agroves,2,0,2
1471,wehavesomeplanes.blogspot.com,3,15,18
1472,whatsakyer.blogspot.com,7,8,15
1473,wholewheatblogger.com,1,17,18
1474,wildweasel.blog-city.com,1,0,1
1475,williamwebbdotorg.blogspot.com,10,16,26
1476,winceandnod.blogspot.com,4,10,14
1477,windingroad.typepad.com,3,11,14
1478,windsofchange.net,80,27,107
1479,wizbangblog.com,138,81,219
1480,wrighthot.com,0,0,0
1481,writehouse.us,0,1,1
1482,writingcompany.blogs.com/this_isnt_writing_its_typ,11,45,56
1483,xanga.com/eugene3,0,0,0
1484,xanga.com/lockjawtheogre,0,2,2
1485,xtremerightwing.net,1,2,3
1486,youngconservative.blogspot.com,2,1,3
1487,zebrax.blogs.com,4,15,19
1488,zeke01.blogspot.com,0,1,1
1489,zeke01.typepad.com,14,8,22
1490,zeph1z.tripod.com/blog,0,1,1
